src_word,desc,src_alt
sie ,1. таа <br/><br/> 2. тие,
siebartig ,ситест (во вид на сито),
sieben ,седум <br/><br/> 1. сее <br/><br/> 2. просејува со сито <br/><br/> 3. цеди <br/><br/> 4. филтрира,
siebenarmig ,1. седморак <br/><br/> 2. седмокрак,
siebenhundert ,седумстотини,
siebenjährig ,седумгодишен,
siebenmal ,седум пати,
siebentausend ,седум илјади,
siebente ,седми <br/> &emsp; <i>der siebente Himmel ≈ седмо небо</i>, siebte
siebentens ,1. седмо <br/><br/> 2. на седмо место,
siebenundeinhalb ,седум и пол, siebeneinhalb
siebzehn ,седумнаесет,
siebzehnte ,седумнаесети,
siebzig ,седумдесет,
siech ,1. слаб <br/><br/> 2. истоштен <br/><br/> 3. болен,
siechen ,1. венее <br/><br/> 2. боледува,
siedeln ,врие,
sieden ,врие,
siedend ,врел <br/> &emsp; <i>siedendes Wasser ≈ врела вода</i>,
siegeln ,1. печати <br/><br/> 2. запечати,
siegen ,победува,
siegesbewusst ,(уверен во победа),
siegreich ,1. победнички <br/><br/> 2. победоносен,
siezen ,персира (ословува со Вие),
signalisieren ,сигнализира,
signieren ,потпишува,
signifikant ,значаен,
silbergrau ,сребреносив,
silberig ,сребрен, silbrig
silbern ,сребрен,
simpel ,1. едноставен <br/><br/> 2. некомплициран,
simplifizieren ,1. поедностави <br/><br/> 2. упрости <br/><br/> 3. симплифицира,
simulieren ,1. симулира <br/><br/> 2. се преправа,
simultan ,1. симултан <br/><br/> 2. истовремен,
singen ,пее,
sinken ,1. падне <br/> &emsp; <i>zu Boden sinken ≈ падне на земја</i> <br/><br/> 2. тоне <br/> &emsp; <i>das Schiff sinkt ≈ бродот тоне</i> <br/><br/> 3. пропадне <br/><br/> 4. опаѓа <br/> &emsp; <i>das Hochwasser sinkt ≈ високиот водостој опаѓа</i> <br/><br/> 5. спушти,
sinnbildlich ,симболичен,
sinnen ,1. мисли <br/><br/> 2. размислува,
sinnenfroh ,1. весел <br/><br/> 2. радосен,
sinnentstellend ,1. промислен <br/><br/> 2. обмислен,
sinnfällig ,разбирлив,
sinngemäß ,1. по смисла <br/><br/> 2. во таа смисла,
sinnieren ,размислува,
sinnig ,1. разумен <br/><br/> 2. промислен,
sinnlich ,1. сетивен <br/><br/> 2. сетилен,
sinnlos ,1. бесмислен <br/><br/> 2. непромислен,
sinnreich ,остроумен,
sinnverwandt ,сличен по смисла,
sinnverwirrend ,1. лесно забунлив <br/><br/> 2. збунлив,
sinnwidrig ,1. бесмислен <br/><br/> 2. неразумен,
sintflutartig ,1. потопски <br/><br/> 2. како потоп,
sirren ,зуи (комарците почнаа да свират),
sittenlos ,1. без морал <br/><br/> 2. неморален,
sittenwidrig ,1. неморален <br/> &emsp; <i>sittenwidriges Gesetz ≈ неморален закон</i> <br/><br/> 2. (спротивен на обичаите) <br/> &emsp; <i>sittenwidriger Vetrag ≈ договор спротивен на обичаите</i>,
sittig ,1. скромен <br/><br/> 2. смерен <br/><br/> 3. учтив,
sittlich ,1. морален <br/><br/> 2. обичаен,
sittsam ,1. скромен <br/><br/> 2. смерен,
sitzen ,1. седи <br/><br/> 2. заседава <br/><br/> 3. престојува,
sitzenbleiben ,1. (остане да седи) <br/><br/> 2. (повтори клас) <br/><br/> 3. (остане немажена),
sitzenlassen ,1. остави <br/><br/> 2. (напушти некого) <br/> &emsp; <i>Sie hat ihn sitzengelassen. ≈ Таа го напушти.</i>,
skalpieren ,скалпира (одерува кожа од теме),
skandalös ,скандалозен,
skartieren ,шкартира, 
skaten ,1. игра скат <br/><br/> 2. вози скејтборд,
skeptisch ,1. скептички <br/><br/> 2. скептичен <br/><br/> 3. сомничав,
skizzieren ,1. исцртува <br/><br/> 2. скицира,
skrofulös ,шкрофулозен, 
skrupellos ,1. бескрупулозен <br/><br/> 2. безобѕирен,
skurril ,1. чудесен <br/><br/> 2. редок <br/><br/> 3. своевиден,
slawisch ,словенски,
slowakisch ,словачки, 
smaragdgrün ,смарагднозелен,
smart ,1. итар <br/><br/> 2. вреден <br/><br/> 3. снаодлив,
snobistisch ,снобовски,
so ,така,
so ein ,таков,
so etwas ,така нешто,
so genannt ,таканаречен <br/> &emsp; <i>wo sind denn deine so genannten Freunde? ≈ па каде се твоите таканаречени пријатели?</i>,
sobald ,1. штом <br/><br/> 2. веднаш,
sodann ,тогаш,
sodass ,(така што), so dass
soeben ,што туку,
sofern ,доколку,
sofort ,1. веднаш <br/><br/> 2. неодложно,
sofortig ,1. неодложен <br/><br/> 2. веднаш,
sogar ,дури,
sogenannt ,таканаречен,
sogleich ,веднаш,
sohlen ,1. пенчетира чевли <br/><br/> 2. става ѓон,
solang ,(во меѓувреме) <br/> &emsp; <i>ich warte solang ≈ во меѓувреме јас ќе чекам</i> <br/><br/> 1. (сè додека) <br/><br/> 2. додека, solange
solar ,1. сончен <br/><br/> 2. сончев <br/><br/> 3. соларен,
solch ,1. таков <br/><br/> 2. сличен <br/><br/> 3. ваков,
solcherweise ,на тој начин,
soldatisch ,војнички, 
solid ,1. солиден <br/><br/> 2. пристоен, solide
solidarisch ,солидарен,
solidarisieren ,1. солидализира <br/> &emsp; <i>sich solidarisieren ≈ се солидализира</i> <br/><br/> 2. сплоти,
solistisch ,солистички,
sollen ,1. треба <br/> &emsp; <i>er soll sofort kommen! ≈ веднаш да дојде!</i> <br/><br/> 2. мора <br/><br/> 3. треба <br/> &emsp; <i>du sollst dich wie zu Hause fühlen ≈ треба да се чувствуваш како дома</i> <br/><br/> 4. треба <br/> &emsp; <i>was soll ich machen? ≈ што треба да правам јас?</i>,
solo ,сам,
solo ,"соло настапува, како солист", 
solvent ,1. солвентен <br/><br/> 2. способен да плаќа,
somit ,1. значи <br/><br/> 2. според тоа,
sommerlich ,летен,
sommers ,1. во лето <br/><br/> 2. за време на лето,
sommersprossig ,испегавен од летни пеги,
sonder ,1. посебен <br/><br/> 2. вонреден <br/><br/> 3. специјален,
sonderbar ,чуден,
sonderbarerweise ,1. чудно <br/><br/> 2. чудесно,
sondergleichen ,беспримерно,
sonderlich ,1. особен <br/> &emsp; <i>nicht sonderlich ≈ не многу особен</i> <br/><br/> 2. нарочен,
sondern ,1. туку <br/><br/> 2. веќе <br/><br/> 1. оддели <br/><br/> 2. одвои <br/><br/> 3. издвои,
sonders ,1. сите <br/><br/> 2. без исклучок,
sondieren ,1. сондира <br/><br/> 2. испитува <br/><br/> 3. истражува,
sondieren ,става сонда во желудник <br/><br/> истражува земјиште со сонда, 
sonnabends ,1. саботно <br/><br/> 2. по саботите,
sonnen ,сонча <br/> &emsp; <i>sich sonnen ≈ се сонча</i>,
sonnenbaden ,сончање,
sonnendurchflutet ,осветлен на сонце,
sonnengebräunt ,поцрнет од сонце,
sonnenklar ,1. јасен како ден <br/><br/> 2. очевиден,
sonnenverbrannt ,1. изгорен од сонце <br/><br/> 2. изгореница,
sonnig ,1. сончан <br/><br/> 2. сончев,
sonntags ,во недела,
sonntägig ,1. неделен <br/><br/> 2. во неделите,
sonntäglich ,неделен,
sonst ,1. инаку <br/><br/> 2. обично <br/><br/> 3. вообичаено <br/><br/> 4. освен тоа <br/><br/> 5. уште,
sonstig ,1. друг <br/><br/> 2. од друг вид,
sorgen ,1. се грижи <br/> &emsp; <i>für etwas sorgen ≈ се грижи за нешто</i> <br/><br/> 2. се грижи <br/> &emsp; <i>sich sorgen um ≈ се грижи околу нешто</i>,
sorgenfrei ,безгрижен,
sorgenlos ,безгрижно,
sorgenvoll ,1. полн со грижи <br/><br/> 2. загрижен,
sorgfältig ,1. грижлив <br/><br/> 2. совесен <br/><br/> 3. внимателен,
sorglos ,безгрижен,
sorgsam ,1. грижлив <br/><br/> 2. внимателен,
sortieren ,сортира,
sortiert ,1. сортиран <br/><br/> 2. избран,
soupieren ,јаде на свечена вечера,
souverän ,1. суверен <br/><br/> 2. смостоен <br/><br/> 3. независен,
sowieso ,и така и така,
sowjetisch ,советски, 
sozial ,социјален,
sozialdemokratisch ,социјалдемократски,
sozialisieren ,национализира,
sozialistisch ,социјалистички,
soziologisch ,социолошки,
sozusagen ,така да се рече,
spachteln ,"работи, мазни со шпакла",
spaltbreit ,широк колку процеп,
spalten ,1. напукне <br/><br/> 2. цепи <br/><br/> 3. расцепи <br/> &emsp; <i>sich spalten ≈ се расцепи</i> <br/><br/> 4. раздвои,
spaltenlang ,(повеќе редови долг) <br/> &emsp; <i>spaltenlanger Artikel ≈ статија долга повеќе редови</i>,
spanisch ,шпански, 
spannen ,1. затегне <br/><br/> 2. впрегне <br/><br/> 3. запрегне,
spannend ,1. возбудлив <br/><br/> 2. напнат,
sparen ,штеди,
sparsam ,штедлив,
spartanisch ,спартански,
spastisch ,1. спастичен <br/><br/> 2. парализиран, 
spazieren ,1. шета <br/><br/> 2. (оди да се шета), spazieren gehen {v}
spaßen ,се шегува,
spaßeshalber ,поради шега,
spaßhaft ,1. забавен <br/><br/> 2. шеговит,
spaßig ,1. за шега <br/><br/> 2. хомуристички,
speckig ,измрсен,
spedieren ,1. праќа <br/><br/> 2. испраќа,
speicheln ,му течат лиги,
speichern ,1. акумулира <br/><br/> 2. складира,
speichern ,1. зачува <br/><br/> 2. меморира, 
speien ,1. плука <br/><br/> 2. повраќа <br/><br/> 3. блуе,
speisen ,1. јаде <br/><br/> 2. храни (се храни),
speiübel ,"лошо, до повраќање",
spektakulär ,спектакуларен,
spekulativ ,1. апстрактен <br/><br/> 2. шпекулативен,
spekulieren ,1. шпекулира <br/><br/> 2. се надева на добивка,
spelzig ,со суви лисја,
spenden ,1. приложува <br/> &emsp; <i>jemandem Lob spenden ≈ пофалува некого</i> <br/><br/> 2. дава милостиња,
spendieren ,1. почестува <br/><br/> 2. дарува <br/><br/> 3. подарува,
sperrangelweit ,ширум отворен,
sperren ,1. прегради <br/><br/> 2. блокира <br/><br/> 3. затвори <br/><br/> 4. противи <br/> &emsp; <i>sich sperren gegen ≈ се противи на нешто</i>,
sperren ,1. прекине <br/><br/> 2. исклучи, 
sperrig ,1. гломазан <br/><br/> 2. масивен,
spesenfrei ,1. бесплатно <br/><br/> 2. франко,
spezialisieren ,специјализира <br/> &emsp; <i>sich spezialisieren ≈ се специјализира</i>,
speziell ,1. посебен <br/><br/> 2. специјален,
spezifisch ,специфичен <br/> &emsp; <i>spezifisches Gewicht ≈ специфична тежина</i>,
spezifizieren ,специфицира,
spicken ,1. гарнира печење <br/><br/> 2. набоцкува <br/><br/> подмитува, 
spiegelbildlich ,"лик во огледало, странично наопаку",
spiegelblank ,1. чист како огледало <br/><br/> 2. болскав,
spiegelglatt ,1. мазен како огледало <br/><br/> 2. лизгав,
spiegeln ,1. блеска <br/> &emsp; <i>sich spiegeln ≈ се огледува</i> <br/><br/> 2. сјае,
spiegelverkehrt ,1. (обратно симетричен) <br/><br/> 2. инверзен,
spielen ,1. игра <br/> &emsp; <i>die Handlung spielt in Skopje ≈ дејствието се случува во Скопје</i> <br/><br/> 2. свири,
spielend ,1. без напор <br/><br/> 2. како од шега <br/><br/> 3. без мака,
spielerisch ,1. лесно <br/><br/> 2. како на игра <br/><br/> 3. со песна,
spießen ,прободува,
spießerhaft ,малограѓански,
spießig ,малограѓански,
spinal ,со детска парализа, 
spinnefeind ,(луто непријателски),
spinnen ,1. преде <br/> &emsp; <i>Wolle spinnen ≈ преде волна</i> <br/><br/> 2. будали <br/> &emsp; <i>Du spinnst wohl! ≈ Не се будали!</i> <br/><br/> 3. сплеткари <br/> &emsp; <i>Intrigen spinnen ≈ сплеткари интриги</i>,
spintisieren ,1. се занесува <br/><br/> 2. се замислува,
spionieren ,1. следи <br/><br/> 2. разузнава <br/><br/> 3. шпионира,
spiralförmig ,спирален,
spiritistisch ,спиритистички,
spitz ,1. шилест <br/><br/> 2. врвлест <br/><br/> 3. остар <br/> &emsp; <i>spitze Zunge ≈ остар јазик</i> <br/><br/> 4. боцлив,
spitzbekommen ,1. брзо дознава <br/><br/> 2. брзо начуе,
spitzbübisch ,1. лингурски <br/><br/> 2. угурсуски,
spitze ,1. првокласен <br/><br/> 2. одличен <br/><br/> 3. врвен,
spitzeln ,1. шпионира <br/><br/> 2. поткажува,
spitzeln ,(шутира на шпиц), 
spitzen ,"1. начулува <br/> &emsp; <i>die Ohren spitzen ≈ ги начули ушите</i> <br/><br/> 2. заострува <br/> &emsp; <i>sich spitzen ≈ се наострува, се остри</i> <br/><br/> 3. зашилува",
spitzfindig ,1. снаодлив <br/><br/> 2. лукав,
spitzkriegen ,1. забележи <br/><br/> 2. проѕре,
spitzwinkelig ,остроаголен, spitzwinklig 
spleenig ,човек со чудни навики,
spleißen ,плете јаже на краевите,
splitterig ,1. рапав <br/><br/> 2. не иструган,
splittern ,1. се струга <br/><br/> 2. се крши на парчиња,
splitternackt ,сосем гол,
spontan ,1. стихиски <br/><br/> 2. сам од себе <br/><br/> 3. спонтано,
sporadisch ,спорадичен,
spornen ,1. поттикнува <br/><br/> 2. боде со мамуза,
spornstreichs ,1. брзо <br/><br/> 2. итро <br/><br/> 3. трчечки,
sportiv ,1. (изгледа спортски) <br/><br/> 2. (делува спортски),
sportlich ,спортски,
spottbillig ,(многу евтино),
spotten ,подбива,
sprachgewandt ,красноречив,
sprachlich ,јазичен,
sprachlos ,1. нема збор <br/><br/> 2. остана без зборови (од изненадување),
sprayen ,1. спрејува <br/><br/> 2. прска со спреј,
sprechen ,1. зборува <br/> &emsp; <i>für sich sprechen ≈ зборува за себе</i> <br/><br/> 2. говори,
sprechend ,1. убедлив <br/><br/> 2. изразит,
sprecherisch ,(во однос на говорот),
spreizen ,1. распростре <br/><br/> 2. шири <br/><br/> 3. расчекори <br/> &emsp; <i>sich spreizen ≈ се расчекори</i>,
sprengen ,1. разнесува <br/><br/> 2. крева во воздух <br/><br/> 3. прска <br/><br/> 4. наводнува,
sprenkeln ,1. напрска <br/><br/> 2. испрска,
sprichwörtlich ,1. поговорен <br/><br/> 2. со загатки,
sprießen ,1. никне <br/><br/> 2. избие,
springen ,1. скока <br/> &emsp; <i>in die Höhe springen ≈ скока во висина</i> <br/><br/> 2. упадне <br/> &emsp; <i>in die Augen springen ≈ упадне во очи</i>,
sprinten ,спринтува,
spritzen ,1. прска <br/><br/> 2. шприца,
spritzig ,1. освежителен <br/> &emsp; <i>spritziger Wein ≈ освежително вино</i> <br/><br/> 2. орен <br/><br/> 3. силен <br/> &emsp; <i>spritziger Motor ≈ силен мотор</i> <br/><br/> 4. агилен,
sprossen ,никне,
spruchreif ,зрел за одлучување,
sprudeln ,1. избива <br/><br/> 2. жубори <br/><br/> 3. шушка,
sprungbereit ,(подготвен за скок),
sprunghaft ,1. непостојан <br/> &emsp; <i>sprunghafter Preisanstieg ≈ брз скок на цени</i> <br/><br/> 2. променлив,
sprungweise ,скокајќи,
spröd ,1. кршлив <br/><br/> 2. нефлексибилен,
spröde ,1. кршлив <br/><br/> 2. нефлексибилен,
sprühen ,1. прска <br/> &emsp; <i>Funken sprühen ≈ фрла искри</i> <br/><br/> 2. фрла,
spucken ,1. плука <br/><br/> 2. плукнува,
spuken ,1. (опседнува од духови) <br/><br/> 2. (прогонува од духови) <br/><br/> 3. (оди како сениште),
spukhaft ,1. сеништен <br/><br/> 2. (со духови),
spulen ,(навитка на калем),
spuren ,1. (прави како се наредува и очекува) <br/><br/> 2. (се држи на трагата) <br/><br/> 3. (остава траги),
spurlos ,(без трага),
spurten ,1. спринтува <br/><br/> 2. трча,
sputen ,1. побрза <br/> &emsp; <i>Ich muss mich sputen. ≈ Треба да побрзам.</i> <br/><br/> 2. брза,
spähen ,1. внимава <br/><br/> 2. демне <br/><br/> 3. извидува,
spänen ,1. струга <br/><br/> 2. прави струготина,
spärlich ,1. скуден <br/><br/> 2. беден,
spät ,1. касен <br/><br/> 2. закаснет <br/><br/> 1. касно <br/><br/> 2. доцна,
spätabends ,касно навечер,
späterhin ,1. подоцна <br/><br/> 2. потоа,
spätestens ,1. најкасно <br/><br/> 2. најдоцна,
spätnachmittags ,касно поплане,
spötteln ,подбива <br/> &emsp; <i>das spottet jeder Beschreibung ≈ тоа не може да се опише</i>, spotten
spöttisch ,"потсмешлив, зајадлив",
spülen ,1. мие <br/><br/> 2. плакне <br/> &emsp; <i>den Mund spülen ≈ плакне уста</i> <br/><br/> 3. плави,
spürbar ,1. чувствителен <br/><br/> 2. забележлив,
spüren ,1. чувствува <br/><br/> 2. осети <br/><br/> 3. (е на трага),
staatenlos ,1. без држава <br/><br/> 2. без татковина,
staatlich ,државен,
staatsmännisch ,државнички,
stabil ,1. стабилен <br/><br/> 2. цврст,
stabilisieren ,стабилизира,
stachelig ,боцкав, stachlig
stacheln ,1. боцка <br/><br/> 2. гребе <br/><br/> 3. боде <br/><br/> 4. забодува,
stadtbekannt ,"(познат, прочуен во градот)",
staffeln ,1. напласти <br/><br/> 2. распореди <br/><br/> 3. распредели <br/><br/> 4. постави (постави еден по друг) <br/> &emsp; <i>gut gestaffelte Verteidigung ≈ добро поставена одбрана</i>,
stagnieren ,1. стагнира <br/><br/> 2. застои,
stahlhart ,тврд како челик,
staksen ,оди со вкочанети нози,
stalinistisch ,сталинистички, 
stammeln ,пелтечи <br/> &emsp; <i>von Verlegenheit stammeln ≈ од несигурност да пелтечи</i>,
stammen ,1. потекнува <br/> &emsp; <i>Die Tomaten stammen aus Italien. ≈ Доматите потекнуваат од Италија.</i> <br/><br/> 2. потекнува <br/> &emsp; <i>Das Kind stammt nicht von ihm. ≈ Детето не потекнува од него.</i> <br/><br/> 3. доаѓа,
stampfen ,1. толчи <br/><br/> 2. удира,
standardisieren ,стандардизира,
standesbewusst ,(свесен за статусот),
standesgemäß ,(спрема статусот),
standfest ,1. (стои цврсто) <br/><br/> 2. (сигурен на нозе),
standfest ,издржлив, 
standhaft ,1. постојан <br/><br/> 2. непопустлив,
standhalten ,1. издржува <br/><br/> 2. не се колеба,
stante pede ,1. веднаш <br/><br/> 2. неодложно,
stanzen ,1. штанцува <br/><br/> 2. обликува машински под притисок <br/><br/> 3. штанцува <br/><br/> 4. втиснува под притисок <br/><br/> 5. штанцува <br/><br/> 6. сече машински,
stapeln ,1. собира на куп <br/><br/> 2. складира,
stapfen ,остава стапалки,
stark ,1. силен <br/> &emsp; <i>starke Nerven ≈ јаки нерви</i> <br/><br/> 2. јак,
starr ,1. цврст <br/><br/> 2. вкочанет <br/><br/> 3. упорен,
starren ,1. гледа вкочането <br/><br/> 2. блене,
starrköpfig ,1. инаетлив <br/><br/> 2. тврдоглав,
starsinnig ,1. тврдоглав <br/><br/> 2. упорен,
startbereit ,1. подготвен за старт (за работа) <br/><br/> 2. за трка),
starten ,1. стартува <br/><br/> 2. почнува <br/><br/> 3. поаѓа,
startklar ,подготвен за старт,
stationiert ,стациониран <br/> &emsp; <i>stationiertes Objekt ≈ стациониран објект</i>,
stationär ,стационарен <br/> &emsp; <i>stationärer Bereich ≈ стационарен оддел</i>, 
statisch ,статички,
statistisch ,статистички,
statt ,место него,
stattdessen ,наместо,
stattfinden ,1. одржи <br/> &emsp; <i>die Veranstaltung findet nicht statt ≈ приредбата нема да се одржи</i> <br/><br/> 2. одигра <br/> &emsp; <i>das Spiel findet heute statt ≈ утакмицата ќе се одигра денес</i>,
stattgeben ,1. прифати <br/><br/> 2. акцептира,
statthaben ,1. се одржува <br/><br/> 2. почнува,
statthaft ,1. дозволен <br/><br/> 2. одобрен,
stattlich ,1. убав <br/><br/> 2. стасит <br/><br/> 3. значаен,
statuieren ,1. утврдува <br/><br/> 2. постанува <br/><br/> 3. одредува,
staubbedeckt ,(прекриен со прашина),
stauben ,1. праши <br/> &emsp; <i>Der Teppich staubt. ≈ Тепихот праши.</i> <br/><br/> 2. (крева прашина),
staubig ,1. прашлив <br/><br/> 2. запрашен,
staubsaugen ,(всисува прашина),
stauchen ,1. натисне <br/><br/> 2. искриви,
stauen ,1. преградува <br/><br/> 2. спречува,
staunen ,1. чуди <br/><br/> 2. восхити,
staunenerregend ,зачудувачки,
staunenswert ,1. восхитувачки <br/><br/> 2. чуден,
stechen ,1. боде <br/><br/> 2. убодува,
steckbrieflich ,(со потерница) <br/> &emsp; <i>steckbrieflich gesucht ≈ баран со потерница</i>, 
stecken ,1. става <br/><br/> 2. забива <br/><br/> 3. пика <br/><br/> 4. крие,
stecken bleiben ,заглави <br/> &emsp; <i>Das Auto ist in dem Schnee stecken geblieben. ≈ Автомобилот се заглави во снегот.</i>,
stecken lassen ,"(остави забоден, заглавен)",
stehen ,"1. стои <br/> &emsp; <i>auf eigenen Füssen stehen ≈ стои на сопствени нозе, работи самостојно</i> <br/><br/> 10. стои <br/> &emsp; <i>es steht zu hofen ≈ останува да се надева</i> <br/><br/> 11. останува <br/><br/> 12. стои <br/> &emsp; <i>stehen lassen ≈ да остави</i> <br/><br/> 13. остави <br/><br/> 14. стои <br/> &emsp; <i>stehen bleiben ≈ застанува</i> <br/><br/> 15. застане <br/><br/> 16. остане <br/><br/> 2. стои <br/> &emsp; <i>für etwas stehen ≈ брани нешто</i> <br/><br/> 3. брани <br/><br/> 4. стои <br/> &emsp; <i>im Wege stehen ≈ стои на пат</i> <br/><br/> 5. стои <br/> &emsp; <i>zur Verfügung stehen ≈ стои на располагање</i> <br/><br/> 6. стои <br/> &emsp; <i>das Kleid steht ihr gut ≈ фустанот и стои добро</i> <br/><br/> 7. изгледа <br/><br/> 8. стои <br/> &emsp; <i>auf der Tagesordnung stehen ≈ стои на дневен ред</i> <br/><br/> 9. е на ред",
stehend ,1. со стоење <br/><br/> 2. стоејќи <br/><br/> 3. постојан,
stehlen ,краде <br/> &emsp; <i>sich aus dem Hause stehlen ≈ се искрадува од дома</i>,
steif ,"1. вкочанет <br/><br/> 2. крут <br/><br/> 3. здрвен <br/><br/> 4. вкочанет <br/> &emsp; <i>steif halten, halte die Ohren steif ≈ држи се! Не се предавај</i> <br/><br/> 5. исправен",
steifen ,вкочани,
steigen ,1. крева <br/> &emsp; <i>der Nebel steigt ≈ маглата се крева</i> <br/><br/> 2. се качува <br/> &emsp; <i>in den Bus steigen ≈ се качува во автобус</i> <br/><br/> 3. искачи <br/> &emsp; <i>das Fieber ist auf 40° gestiegen ≈ температурата се искачи на 40°</i> <br/><br/> 4. се зголеми <br/> &emsp; <i>der Preis ist gestiegen ≈ цената се зголеми</i> <br/><br/> 5. покачи,
steigern ,1. зголеми <br/><br/> 2. расте <br/><br/> 3. подигне,
steil ,стрмен,
steinalt ,прастар,
steinern ,скаменет,
steinhart ,тврд како камен,
steinig ,1. каменест <br/><br/> 2. каменит,
steinigen ,каменува,
steinreich ,1. каменит <br/><br/> 2. богат со камен,
stellen ,1. стави <br/><br/> 2. постави <br/> &emsp; <i>jemandem ein Bein stellen ≈ некому постави сопка</i> <br/><br/> 3. предаде <br/> &emsp; <i>sich den Behörden stellen ≈ се предаде на властите</i>,
stellenlos ,невработен, 
stellenweise ,местимично,
stellungslos ,1. без служба <br/><br/> 2. без место,
stellvertretend ,1. наместо <br/><br/> 2. застапувачки,
stelzen ,1. оди укочено <br/><br/> 2. оди здрвено,
stemmen ,1. потпре <br/><br/> 2. длаби <br/> &emsp; <i>mit dem Stemmeisen ein Loch in die Wand stemmen ≈ со длето длаби дупка во ѕид</i> <br/><br/> 3. исправи <br/><br/> 4. противи <br/> &emsp; <i>sich gegen etwas stemmen ≈ се противи против нешто</i>,
stempeln ,1. удира печат <br/> &emsp; <i>stempeln gehen ≈ се пријавува во агенција за вработување</i> <br/><br/> 2. жигосува,
stenografieren ,стенографира, stenographieren
steppen ,штепува,
steppen ,степува, 
sterben ,умре <br/> &emsp; <i>auf dem Schlachtfeld sterben ≈ умре на бојно поле</i>,
sterbenskrank ,(смртно болен),
sterblich ,смртен <br/> &emsp; <i>sterblich krank ≈ смртно болен</i>,
stereotyp ,стереотип,
steril ,стерилен, 
sterilisieren ,стерилизира, 
sternförmig ,ѕвездест,
sternhagelvoll ,натрескан, 
sternhell ,ведар,
sternklar ,1. ѕвезден <br/><br/> 2. ведар,
sternlos ,(без ѕвезди),
stetig ,1. постојан <br/><br/> 2. непрестаен,
stets ,постојано,
steuerbegünstigt ,(со повластен данок), 
steuerfrei ,1. (што не подлежи на данок) <br/> &emsp; <i>steuerfreie Zulage ≈ додаток што не подлежи на данок</i> <br/><br/> 2. безданочен, 
steuerlich ,даночен, 
steuern ,1. води <br/><br/> 2. вози <br/><br/> 3. управува,
steuerpflichtig ,(задолжен да плаќа данок), 
stibitzen ,1. чапи <br/><br/> 2. дрпна <br/><br/> 3. ќари <br/><br/> 4. здипли, 
sticheln ,1. боцка <br/><br/> 2. нервира,
stichfest ,непрободлив,
stichhaltig ,1. заснован <br/><br/> 2. непобитен,
sticken ,1. везе <br/><br/> 2. извезува на ѓерѓев,
stickig ,задушлив,
stieben ,1. распрсне <br/><br/> 2. исчезнува,
stiefeln ,1. оди со долги чекори <br/><br/> 2. маршира,
stiefmütterlich ,1. како маќеа <br/><br/> 2. запоставен,
stier ,1. здрвен <br/><br/> 2. неподвижен,
stieren ,зјапа,
stierköpfig ,тврдоглав,
stiften ,1. основа <br/><br/> 2. жртвува <br/><br/> 3. предизвика <br/> &emsp; <i>Zwietracht stiften ≈ предизвика раздор</i> <br/><br/> 4. причини,
stigmatisieren ,1. обележа <br/><br/> 2. жигоса,
stilgerecht ,стилски,
stilisieren ,стилизира,
stilistisch ,стилистички,
still ,1. мирен <br/><br/> 2. тих,
stillen ,1. дои <br/> &emsp; <i>das Kind stillen ≈ дои дете</i> <br/><br/> 2. гасне жед <br/> &emsp; <i>den Durst mit einem Glas Bier stillen ≈ жедта ја гасне со чаша пиво</i> <br/><br/> 3. смири <br/> &emsp; <i>die Schmerzen konnten nicht gestillt werden ≈ болките не можеа да бидат смирени</i>,
stillhalten ,воздржи,
stilllegen ,1. запира <br/><br/> 2. смирува <br/><br/> 3. утишува,
stillliegen ,1. исклучи <br/><br/> 2. запира,
stillos ,без стил,
stillschweigen ,1. молчи <br/><br/> 2. ќути,
stillschweigend ,1. мочешкум <br/> &emsp; <i>eine stillschweigende Vereinbarung ≈ спогодба мочешкум</i> <br/><br/> 2. молкома,
stillsitzen ,седи мирен,
stillstehen ,1. стои мирно <br/><br/> 2. не мрда <br/><br/> 3. не работи,
stillvergnügt ,1. задоволен <br/><br/> 2. расположен,
stilvoll ,стилски,
stimmen ,1. гласа <br/> &emsp; <i>Er stimmt für seinen Kandidaten. ≈ Тој гласа за неговиот кандидат.</i> <br/><br/> 2. (потврди точност) <br/> &emsp; <i>Das kann nicht stimmen! ≈ Тоа не е точно!</i> <br/><br/> 3. штима <br/> &emsp; <i>ein Instrument stimmen ≈ штима инструмент</i> <br/><br/> 4. усогласи,
stimmhaft ,звучен,
stimmlos ,1. засипнат <br/><br/> 2. безгласен,
stimmungsvoll ,1. (полн со атмосфера) <br/><br/> 2. (полн со чувства),
stimulieren ,1. стимулира <br/><br/> 2. потпомогнува,
stinken ,смрди,
stinkend ,1. смрдлив <br/><br/> 2. смрдечки,
stinkfaul ,многу мрзлив,
stippen ,1. натопи <br/><br/> 2. намокри бисквит во кафе,
stochern ,1. буричка <br/><br/> 2. чепка,
stockdumm ,ептен глуп,
stockdunkel ,1. сосем темно <br/><br/> 2. непроѕирен,
stocken ,1. запне <br/><br/> 2. заглави,
stockfinster ,сосем мрачен,
stockig ,1. расипан <br/><br/> 2. мувлосан,
stocksteif ,1. исправен како стап <br/><br/> 2. здрвен како стап,
stofflich ,1. недоделкан <br/><br/> 2. нерендисан,
stoisch ,стоички,
stolpern ,сопне,
stolz ,горд <br/> &emsp; <i>stolz sein ≈ горделив</i>,
stolzieren ,1. перчи <br/><br/> 2. тагари <br/><br/> 3. гордее <br/><br/> 4. петели,
